id,actionId,campo,valorAnterior,valorNovo,motivoAlteracao,alteradoPor,solicitacaoAjusteId,createdAt
480066,900576,Descrição,"
O que fazer: Realizar o curso “Branding e identidade: construção e desenvolvimento de uma marca”, com foco em direção de arte e criação conceitual aplicada ao contexto institucional. 

Como fazer: Concluir o curso disponibilizado na plataforma Domestika, registrar os conceitos-chave relacionados a identidade visual, posicionamento e consistência de marca, e desenvolver um exercício prático de identidade de marca, real ou fictícia, aplicando os aprendizados adquiridos. 

Onde fazer: Plataforma Domestika e aplicação prática no contexto de trabalho ou estudo. 

Como comprovar: Comprovante de conclusão do curso, entregável visual desenvolvido a partir do exercício prático e síntese dos principais aprendizados obtidos.

","Detalhes da ação (Descrição da Ação)
O que fazer: Realizar o curso “Branding e identidade: construção e desenvolvimento de uma marca”, com foco em direção de arte e criação conceitual aplicada ao contexto institucional. 

Como fazer: Concluir o curso disponibilizado na plataforma Domestika, registrar os conceitos-chave relacionados a identidade visual, posicionamento e consistência de marca, e desenvolver um exercício prático de identidade de marca, real ou fictícia, aplicando os aprendizados adquiridos. 

Onde fazer: Plataforma Domestika e aplicação prática no contexto de trabalho ou estudo. 

Como comprovar: Comprovante de conclusão do curso, entregável visual desenvolvido a partir do exercício prático e síntese dos principais aprendizados obtidos.

",,1,,2026-02-04 19:16:53
480067,900575,Descrição,"O que fazer: Realizar curso sobre Segurança da Informação com foco em certificação e elaboração de plano de ação aplicável ao contexto institucional. 

Como fazer: Selecionar um curso preparatório em Segurança da Informação, como Security+, ISO 27001 ou equivalentes, estudar os conteúdos propostos, consolidar os principais conceitos aprendidos e elaborar um plano de ação com aplicações práticas voltadas à realidade da UTIC. 

Onde fazer: Plataformas de capacitação como Universidade Sebrae, Alura, Fundação Bradesco ou Udemy. 

Como comprovar: Certificado de conclusão do curso, acompanhado de plano de ação elaborado e validado pela liderança.


","Detalhes da ação (Descrição da Ação)
O que fazer: Realizar curso sobre Segurança da Informação com foco em certificação e elaboração de plano de ação aplicável ao contexto institucional. 

Como fazer: Selecionar um curso preparatório em Segurança da Informação, como Security+, ISO 27001 ou equivalentes, estudar os conteúdos propostos, consolidar os principais conceitos aprendidos e elaborar um plano de ação com aplicações práticas voltadas à realidade da UTIC. 

Onde fazer: Plataformas de capacitação como Universidade Sebrae, Alura, Fundação Bradesco ou Udemy. 

Como comprovar: Certificado de conclusão do curso, acompanhado de plano de ação elaborado e validado pela liderança.


",,1,,2026-02-04 19:17:07
480068,900574,Descrição,"O que fazer: Participar de curso de criatividade estruturada com foco na aplicação prática em campanhas institucionais. 

Como fazer: Realizar curso baseado em metodologias de criatividade estruturada, como Design Thinking, SCAMPER ou similares, construir uma biblioteca de ideias a partir dos aprendizados, desenvolver um framework próprio para organização do processo criativo e conduzir sessões semanais de brainstorming voltadas ao desenvolvimento de campanhas. 

Onde fazer: Plataformas e instituições como Sebrae, Alura, Domestika ou Miami Ad School, com aplicação prática no ambiente da UMC. 

Como comprovar: Certificado de conclusão do curso, biblioteca de ideias em uso, framework documentado e portfólio contendo pelo menos três projetos experimentais desenvolvidos.


","Detalhes da ação (Descrição da Ação)
O que fazer: Participar de curso de criatividade estruturada com foco na aplicação prática em campanhas institucionais. 

Como fazer: Realizar curso baseado em metodologias de criatividade estruturada, como Design Thinking, SCAMPER ou similares, construir uma biblioteca de ideias a partir dos aprendizados, desenvolver um framework próprio para organização do processo criativo e conduzir sessões semanais de brainstorming voltadas ao desenvolvimento de campanhas. 

Onde fazer: Plataformas e instituições como Sebrae, Alura, Domestika ou Miami Ad School, com aplicação prática no ambiente da UMC. 

Como comprovar: Certificado de conclusão do curso, biblioteca de ideias em uso, framework documentado e portfólio contendo pelo menos três projetos experimentais desenvolvidos.


",,1,,2026-02-04 19:17:22
480069,900573,Descrição,"O que fazer: Realizar curso de Comunicação Assertiva com aplicação prática no ambiente de trabalho, visando o fortalecimento da assertividade na comunicação profissional. 

Como fazer: Participar de curso de comunicação assertiva, praticar técnicas de Comunicação Não Violenta (CNV), registrar interações relevantes em um diário de comunicação, realizar exercícios de role-playing para simulação de situações profissionais e desenvolver um script pessoal de posicionamento para uso no dia a dia. 

Onde fazer: Plataformas e instituições como Sebrae, Conquer, Coursera ou Udemy, com prática aplicada no ambiente de trabalho. 

Como comprovar: Certificado de conclusão do curso, diário de comunicação contendo registros das interações, relato das atividades de role-playing realizadas e script pessoal de posicionamento finalizado.
","Detalhes da ação (Descrição da Ação)
O que fazer: Realizar curso de Comunicação Assertiva com aplicação prática no ambiente de trabalho, visando o fortalecimento da assertividade na comunicação profissional. 

Como fazer: Participar de curso de comunicação assertiva, praticar técnicas de Comunicação Não Violenta (CNV), registrar interações relevantes em um diário de comunicação, realizar exercícios de role-playing para simulação de situações profissionais e desenvolver um script pessoal de posicionamento para uso no dia a dia. 

Onde fazer: Plataformas e instituições como Sebrae, Conquer, Coursera ou Udemy, com prática aplicada no ambiente de trabalho. 

Como comprovar: Certificado de conclusão do curso, diário de comunicação contendo registros das interações, relato das atividades de role-playing realizadas e script pessoal de posicionamento finalizado.
",,1,,2026-02-04 19:17:38
480070,900550,Descrição,"O que fazer: Desenvolver competências em tomada de decisão estratégica por meio da realização de curso online e da análise prática de estudo de caso. 

Como fazer: Realizar o curso “Processo de Julgamento e Tomada de Decisão Responsáveis”, oferecido pela Fundação Bradesco, e em seguida analisar um estudo de caso apresentado no curso, aplicando os conceitos aprendidos para avaliar alternativas, riscos e decisões possíveis. 

Onde fazer: Plataforma da Fundação Bradesco, disponível em ev.org.br. 

Como comprovar: Certificado de conclusão do curso acompanhado de breve resumo contendo a análise realizada a partir do estudo de caso.

","Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver competências em tomada de decisão estratégica por meio da realização de curso online e da análise prática de estudo de caso. 

Como fazer: Realizar o curso “Processo de Julgamento e Tomada de Decisão Responsáveis”, oferecido pela Fundação Bradesco, e em seguida analisar um estudo de caso apresentado no curso, aplicando os conceitos aprendidos para avaliar alternativas, riscos e decisões possíveis. 

Onde fazer: Plataforma da Fundação Bradesco, disponível em ev.org.br. 

Como comprovar: Certificado de conclusão do curso acompanhado de breve resumo contendo a análise realizada a partir do estudo de caso.

",,1,,2026-02-04 19:17:58
480071,900549,Descrição,"O que fazer: Desenvolver competências em planejamento e organização por meio da realização de curso e do mapeamento de um processo pessoal de trabalho. 

Como fazer: Realizar o curso “Introdução à Gestão de Processos”, oferecido pela Fundação Bradesco, selecionar uma rotina frequente da atividade profissional, desenhar o fluxo do processo identificado, apontar gargalos existentes e propor melhorias para tornar a execução mais clara, fluida e orientada a resultados. 

Onde fazer: Plataforma da Fundação Bradesco, disponível em ev.org.br, com apoio de ferramentas como PowerPoint, Lucidchart ou utilização de papel e caneta para construção do fluxograma. 

Como comprovar: Certificado de conclusão do curso acompanhado de fluxograma simples contendo as melhorias propostas.
","Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver competências em planejamento e organização por meio da realização de curso e do mapeamento de um processo pessoal de trabalho. 

Como fazer: Realizar o curso “Introdução à Gestão de Processos”, oferecido pela Fundação Bradesco, selecionar uma rotina frequente da atividade profissional, desenhar o fluxo do processo identificado, apontar gargalos existentes e propor melhorias para tornar a execução mais clara, fluida e orientada a resultados. 

Onde fazer: Plataforma da Fundação Bradesco, disponível em ev.org.br, com apoio de ferramentas como PowerPoint, Lucidchart ou utilização de papel e caneta para construção do fluxograma. 

Como comprovar: Certificado de conclusão do curso acompanhado de fluxograma simples contendo as melhorias propostas.
",,1,,2026-02-04 19:18:14
480072,900503,Descrição,"O que fazer: Desenvolver inovação aplicada à experiência em eventos, com foco na melhoria da qualidade e do impacto das entregas institucionais. 

Como fazer: Participar de curso voltado à inovação, criatividade ou experiência em eventos e, a partir dos conhecimentos adquiridos, implementar melhorias práticas nos eventos realizados pela instituição, considerando aspectos como organização, experiência do público, interação e entrega de valor. 

Onde fazer: Cursos especializados na área de eventos, inovação ou experiência do cliente, ou por meio de projetos internos relacionados à organização e execução de eventos institucionais. 


Como comprovar: Certificado de participação no curso e evidências da implementação prática das melhorias aplicadas nos eventos realizados.

","Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver inovação aplicada à experiência em eventos, com foco na melhoria da qualidade e do impacto das entregas institucionais. 

Como fazer: Participar de curso voltado à inovação, criatividade ou experiência em eventos e, a partir dos conhecimentos adquiridos, implementar melhorias práticas nos eventos realizados pela instituição, considerando aspectos como organização, experiência do público, interação e entrega de valor. 

Onde fazer: Cursos especializados na área de eventos, inovação ou experiência do cliente, ou por meio de projetos internos relacionados à organização e execução de eventos institucionais. 


Como comprovar: Certificado de participação no curso e evidências da implementação prática das melhorias aplicadas nos eventos realizados.

",,1,,2026-02-04 19:18:35
480073,900502,Descrição,"O que fazer: Analisar casos práticos de liderança e gestão de pessoas e construir um modelo próprio de atuação profissional, aplicável à rotina de trabalho. 

Como fazer: Estudar casos reais ou simulados relacionados à liderança e gestão de pessoas, refletir sobre decisões, comportamentos e resultados observados, e aplicar os conceitos aprendidos no trabalho cotidiano, testando abordagens de liderança alinhadas às demandas da função. 

Onde fazer: Situações reais do setor, com apoio e acompanhamento da liderança imediata. 

Como comprovar: Registro das entregas realizadas a partir da aplicação do modelo construído e feedback formal da liderança sobre a atuação profissional.
","Detalhes da ação (Descrição da Ação)
O que fazer: Analisar casos práticos de liderança e gestão de pessoas e construir um modelo próprio de atuação profissional, aplicável à rotina de trabalho. 

Como fazer: Estudar casos reais ou simulados relacionados à liderança e gestão de pessoas, refletir sobre decisões, comportamentos e resultados observados, e aplicar os conceitos aprendidos no trabalho cotidiano, testando abordagens de liderança alinhadas às demandas da função. 

Onde fazer: Situações reais do setor, com apoio e acompanhamento da liderança imediata. 

Como comprovar: Registro das entregas realizadas a partir da aplicação do modelo construído e feedback formal da liderança sobre a atuação profissional.
",,1,,2026-02-04 19:18:56
480074,900552,Descrição,"Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver comunicação assertiva por meio da aplicação de scripts de comunicação em situações reais de trabalho, fortalecendo clareza, respeito e empatia nas interações profissionais. 

Como fazer: Como primeira opção, assistir ao vídeo “Como dizer não com respeito – Comunicação Assertiva”, do canal Psicologia na Prática, registrar cinco frases assertivas apresentadas, mapear três situações reais de aplicação e, ao longo de uma semana, aplicar uma frase por dia, registrando os resultados e sentimentos percebidos; como segunda opção, realizar a leitura do livro “Como Fazer Amigos e Influenciar Pessoas”, de Dale Carnegie, com ritmo de um capítulo a cada dois dias, registrar uma lição prática por capítulo, selecionar cinco lições para aplicação no trabalho e anotar os resultados observados.
Onde fazer: Plataforma YouTube e prática no ambiente de trabalho, ou leitura realizada em casa ou no trabalho com aplicação no dia a dia profissional. 

Como comprovar: Registro contendo o link do vídeo, as cinco frases assertivas, as três situações mapeadas e relato final da experiência, quando utilizada a primeira opção, ou documento contendo cinco lições selecionadas, descrição de onde e como foram aplicadas e relato final dos resultados, quando utilizada a segunda opção.

","Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver comunicação assertiva por meio da aplicação de scripts de comunicação em situações reais de trabalho, fortalecendo clareza, respeito e empatia nas interações profissionais. 

Como fazer: Como primeira opção, assistir ao vídeo “Como dizer não com respeito – Comunicação Assertiva”, do canal Psicologia na Prática, registrar cinco frases assertivas apresentadas, mapear três situações reais de aplicação e, ao longo de uma semana, aplicar uma frase por dia, registrando os resultados e sentimentos percebidos; como segunda opção, realizar a leitura do livro “Como Fazer Amigos e Influenciar Pessoas”, de Dale Carnegie, com ritmo de um capítulo a cada dois dias, registrar uma lição prática por capítulo, selecionar cinco lições para aplicação no trabalho e anotar os resultados observados.

Onde fazer: Plataforma YouTube e prática no ambiente de trabalho, ou leitura realizada em casa ou no trabalho com aplicação no dia a dia profissional. 

Como comprovar: Registro contendo o link do vídeo, as cinco frases assertivas, as três situações mapeadas e relato final da experiência, quando utilizada a primeira opção, ou documento contendo cinco lições selecionadas, descrição de onde e como foram aplicadas e relato final dos resultados, quando utilizada a segunda opção.

",,1,,2026-02-04 19:23:35
510001,900407,Descrição,"Sugestão de desenvolvimento da Competência: Realizar o curso “Ferramentas Google para o Trabalho” (Ferramentas Digitais para Otimização de Tarefas).Por que fazer: Para aumentar eficiência no fluxo de trabalho usando Drive, Docs, Planilhas e Agenda.Como fazer: Concluir o curso EV.org.br e aplicar ferramentas no dia a dia (planilhas, agenda, documentos).Onde fazer: Fundação Bradesco – EV.org.br.Como comprovar: Certificado + documento com exemplos práticos implementados.","Sugestão de desenvolvimento da Competência: 
Realizar o curso “Ferramentas Google para o Trabalho” (Ferramentas Digitais para Otimização de Tarefas).

Por que fazer: Para aumentar eficiência no fluxo de trabalho usando Drive, Docs, Planilhas e Agenda.
Como fazer: Concluir o curso EV.org.br e aplicar ferramentas no dia a dia (planilhas, agenda, documentos).

Onde fazer: Fundação Bradesco – EV.org.br.Como comprovar: Certificado + documento com exemplos práticos implementados.",,1,,2026-02-05 12:59:41
510002,900411,Descrição,"Sugestão de desenvolvimento da Competência: Criar modelos automatizados de e-mails e textos administrativos mais usados (Produtividade e Autonomia).Por que fazer: Para reduzir sobrecarga com tarefas repetitivas, garantir clareza e economizar tempo em comunicações frequentes.Como fazer: Listar e-mails mais comuns; criar modelos prontos com linguagem objetiva; salvar em Google Docs, Word ou na função “Modelos” do Gmail; revisar periodicamente.Onde fazer: Gmail, Outlook, Notion ou Google Docs.Como comprovar: Documento com no mínimo 5 modelos prontos + print de e-mail real enviado (com dados sensíveis ocultados).","Sugestão de desenvolvimento da Competência: Criar modelos automatizados de e-mails e textos administrativos mais usados (Produtividade e Autonomia).

Por que fazer: Para reduzir sobrecarga com tarefas repetitivas, garantir clareza e economizar tempo em comunicações frequentes.

Como fazer: Listar e-mails mais comuns; criar modelos prontos com linguagem objetiva; salvar em Google Docs, Word ou na função “Modelos” do Gmail; revisar periodicamente.

Onde fazer: Gmail, Outlook, Notion ou Google Docs.

Como comprovar: Documento com no mínimo 5 modelos prontos + print de e-mail real enviado (com dados sensíveis ocultados).",,1,,2026-02-05 13:03:29
510003,900410,Descrição,"Sugestão de desenvolvimento da Competência: Realizar o curso “Gestão do Tempo e Produtividade” – EV.G (Produtividade e Autonomia).Por que fazer: Para lidar com múltiplas tarefas com mais controle, foco e redução de retrabalho.Como fazer: Concluir curso em sessões curtas, aplicar técnica escolhida por uma semana e registrar ganhos percebidos.Onde fazer: Plataforma EV.G.Como comprovar: Certificado + resumo das ferramentas aplicadas e efeitos práticos.","Sugestão de desenvolvimento da Competência: Realizar o curso “Gestão do Tempo e Produtividade” – EV.G (Produtividade e Autonomia).

Por que fazer: Para lidar com múltiplas tarefas com mais controle, foco e redução de retrabalho.

Como fazer: Concluir curso em sessões curtas, aplicar técnica escolhida por uma semana e registrar ganhos percebidos.

Onde fazer: Plataforma EV.G.Como comprovar: Certificado + resumo das ferramentas aplicadas e efeitos práticos.",,1,,2026-02-05 13:04:11
510004,900358,Descrição,"Sugestão: Programa de Aprimoramento em Redação Oficial e Comunicação Corporativa (Área de Comunicação).Por que fazer: Para melhorar clareza, padronização e qualidade dos documentos institucionais e comunicação escrita.Como fazer: Fazer curso de redação oficial; estudar manual institucional; criar banco de modelos; revisar documentos recorrentes; desenvolver guia de boas práticas.Onde fazer: EV.G, ENAP, Sebrae, Alura, FGV.Como comprovar: Certificado + banco de modelos criado + feedback recebido + guia finalizado em PDF/apresentação.","Sugestão: Programa de Aprimoramento em Redação Oficial e Comunicação Corporativa (Área de Comunicação).

Por que fazer: Para melhorar clareza, padronização e qualidade dos documentos institucionais e comunicação escrita.

Como fazer: Fazer curso de redação oficial; estudar manual institucional; criar banco de modelos; revisar documentos recorrentes; desenvolver guia de boas práticas.

Onde fazer: EV.G, ENAP, Sebrae, Alura, FGV.

Como comprovar: Certificado + banco de modelos criado + feedback recebido + guia finalizado em PDF/apresentação.",,1,,2026-02-05 13:38:42
510005,900357,Descrição,"Sugestão: Certificação em Gestão de Processos Administrativos (Organização Administrativa).Por que fazer: Para melhorar eficiência e padronização das rotinas administrativas por meio de mapeamento e melhoria contínua.Como fazer: Realizar certificação em BPM; mapear processos críticos; redesenhar fluxos; implementar melhorias e registrar impactos observados.Onde fazer: Sebrae, FGV, ENAP, Udemy, Coursera, EV.G.Como comprovar: Certificado + arquivos do processo atual e redesenhado + registro das melhorias + evidência dos resultados.","Sugestão: Certificação em Gestão de Processos Administrativos (Organização Administrativa).

Por que fazer: Para melhorar eficiência e padronização das rotinas administrativas por meio de mapeamento e melhoria contínua.

Como fazer: Realizar certificação em BPM; mapear processos críticos; redesenhar fluxos; implementar melhorias e registrar impactos observados.

Onde fazer: Sebrae, FGV, ENAP, Udemy, Coursera, EV.G.

Como comprovar: Certificado + arquivos do processo atual e redesenhado + registro das melhorias + evidência dos resultados.",,1,,2026-02-05 13:39:15
510006,900356,Descrição,"Sugestão: Programa Avançado de Comunicação e Expressão Verbal (Comunicação e Oratória).Por que fazer: Para fortalecer clareza, segurança e impacto na comunicação verbal em público.Como fazer: Fazer curso avançado; participar de clube de oratória; gravar apresentações; solicitar feedback; conduzir reunião formal aplicando técnicas.Onde fazer: Sebrae, Udemy, Escola Conquer, LinkedIn Learning, Toastmasters.Como comprovar: Certificado + vídeos gravados + feedback registrado + evidência da reunião conduzida + plano pessoal.","Sugestão: Programa Avançado de Comunicação e Expressão Verbal (Comunicação e Oratória).

Por que fazer: Para fortalecer clareza, segurança e impacto na comunicação verbal em público.

Como fazer: Fazer curso avançado; participar de clube de oratória; gravar apresentações; solicitar feedback; conduzir reunião formal aplicando técnicas.

Onde fazer: Sebrae, Udemy, Escola Conquer, LinkedIn Learning, Toastmasters.

Como comprovar: Certificado + vídeos gravados + feedback registrado + evidência da reunião conduzida + plano pessoal.",,1,,2026-02-05 13:40:07
510007,900412,Descrição,"Sugestão de desenvolvimento da Competência: Criar um “Diário de Conquistas Profissionais” com reflexões semanais (Autoconfiança e Segurança Pessoal).Por que fazer: Para fortalecer autoconfiança reconhecendo entregas, superações e pontos fortes ao longo do tempo.Como fazer: Registrar semanalmente 3 situações positivas vividas no trabalho, destacando ações realizadas e qualidades utilizadas; manter por 6 semanas e elaborar resumo final.Onde fazer: Google Docs, Notion ou caderno físico.Como comprovar: Diário com pelo menos 18 registros + resumo final com 5 pontos fortes identificados.","Sugestão de desenvolvimento da Competência: Criar um “Diário de Conquistas Profissionais” com reflexões semanais (Autoconfiança e Segurança Pessoal).

Por que fazer: Para fortalecer autoconfiança reconhecendo entregas, superações e pontos fortes ao longo do tempo.

Como fazer: Registrar semanalmente 3 situações positivas vividas no trabalho, destacando ações realizadas e qualidades utilizadas; manter por 6 semanas e elaborar resumo final.

Onde fazer: Google Docs, Notion ou caderno físico.

Como comprovar: Diário com pelo menos 18 registros + resumo final com 5 pontos fortes identificados.",,1,,2026-02-05 13:43:23
510008,900409,Descrição,"Sugestão de desenvolvimento da Competência: Realizar o curso “Mentalidade Inovadora” – EV.G (Inovação e Aprendizagem Contínua).Por que fazer: Para desenvolver pensamento criativo e flexibilidade diante de mudanças e demandas variadas.Como fazer: Concluir curso, registrar exemplos aplicáveis e elaborar plano com 3 atitudes para estimular inovação na rotina.Onde fazer: Plataforma EV.G.Como comprovar: Certificado + plano com 3 atitudes práticas.","Sugestão de desenvolvimento da Competência: Realizar o curso “Mentalidade Inovadora” – EV.G (Inovação e Aprendizagem Contínua).

Por que fazer: Para desenvolver pensamento criativo e flexibilidade diante de mudanças e demandas variadas.

Como fazer: Concluir curso, registrar exemplos aplicáveis e elaborar plano com 3 atitudes para estimular inovação na rotina.

Onde fazer: Plataforma EV.G.

Como comprovar: Certificado + plano com 3 atitudes práticas.",,1,,2026-02-05 13:44:37
510009,900409,Prazo,01/02/2026,09/02/2026,,1,,2026-02-05 13:44:38
510010,900407,Descrição,"Sugestão de desenvolvimento da Competência: 
Realizar o curso “Ferramentas Google para o Trabalho” (Ferramentas Digitais para Otimização de Tarefas).

Por que fazer: Para aumentar eficiência no fluxo de trabalho usando Drive, Docs, Planilhas e Agenda.
Como fazer: Concluir o curso EV.org.br e aplicar ferramentas no dia a dia (planilhas, agenda, documentos).

Onde fazer: Fundação Bradesco – EV.org.br.Como comprovar: Certificado + documento com exemplos práticos implementados.","Sugestão de desenvolvimento da Competência: 
Realizar o curso “Ferramentas Google para o Trabalho” (Ferramentas Digitais para Otimização de Tarefas).

Por que fazer: Para aumentar eficiência no fluxo de trabalho usando Drive, Docs, Planilhas e Agenda.

Como fazer: Concluir o curso EV.org.br e aplicar ferramentas no dia a dia (planilhas, agenda, documentos).

Onde fazer: Fundação Bradesco – EV.org.br.Como comprovar: Certificado + documento com exemplos práticos implementados.",,1,,2026-02-05 13:44:58
510011,900408,Descrição,"Sugestão de desenvolvimento da Competência: Ler o livro “Como Fazer Amigos e Influenciar Pessoas” (Comunicação e Relacionamento Interpessoal).Por que fazer: Para fortalecer escuta, empatia e vínculos com diferentes perfis no cotidiano institucional.Como fazer: Ler dois capítulos por semana, registrar princípios aplicáveis e produzir resumo com práticas utilizadas.Onde fazer: Biblioteca Sebrae TO.Como comprovar: Ficha de leitura + resumo final com 3 aplicações práticas.","Sugestão de desenvolvimento da Competência: Ler o livro “Como Fazer Amigos e Influenciar Pessoas” (Comunicação e Relacionamento Interpessoal).

Por que fazer: Para fortalecer escuta, empatia e vínculos com diferentes perfis no cotidiano institucional.

Como fazer: Ler dois capítulos por semana, registrar princípios aplicáveis e produzir resumo com práticas utilizadas.

Onde fazer: Biblioteca Sebrae TO.Como comprovar: Ficha de leitura + resumo final com 3 aplicações práticas.",,1,,2026-02-05 13:47:47
510012,900408,Prazo,02/02/2026,28/02/2026,,1,,2026-02-05 13:47:47
510013,900407,Prazo,01/02/2026,28/02/2026,,1,,2026-02-05 13:48:05
510014,900339,Prazo,31/12/2025,29/05/2026,,1,,2026-02-05 15:42:20
540001,900452,Título,Inteligência Emocional e Autoconhecimento,Desenvolvimento da Inteligência Emocional e Autoconhecimento,,1,,2026-02-06 09:07:42
540002,900452,Descrição,Sugestão de desenvolvimento da Competência: Desenvolver equilíbrio emocional e empatia nas relações institucionais (Inteligência Emocional) – Desenvolver (Treinamento e estudo).Ação 1: curso “Inteligência Emocional” (Fundação Bradesco); aplicar prática diária de autoconsciência por 10 dias com registros.Como comprovar: certificado + diário breve dos 10 dias.Ação 2 (alternativa): ler Inteligência Emocional (Daniel Goleman); registrar conceitos conectados ao cotidiano; aplicar 1 prática por 1 semana e relatar experiência.Como comprovar: resumo da leitura + relato da prática aplicada.,"Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver inteligência emocional por meio de capacitação formal e práticas de autoconsciência aplicadas ao cotidiano profissional. 

Como fazer: Como primeira alternativa, realizar o curso “Inteligência Emocional”, oferecido pela Fundação Bradesco, e aplicar uma prática diária de autoconsciência durante dez dias consecutivos, registrando percepções, emoções e aprendizados; como alternativa, realizar a leitura do livro Inteligência Emocional, de Daniel Goleman, registrar os principais conceitos conectados ao cotidiano de trabalho, aplicar uma prática relacionada ao conteúdo por uma semana e relatar a experiência vivenciada. 

Onde fazer: Plataforma da Fundação Bradesco ou leitura individual do livro, com aplicação prática no ambiente de trabalho e registros pessoais. 

Como comprovar: Certificado de conclusão do curso acompanhado de diário breve com os registros dos dez dias de prática, quando utilizada a primeira alternativa, ou resumo da leitura acompanhado de relato da prática aplicada, quando utilizada a alternativa de leitura.

",,1,,2026-02-06 09:07:42
540003,900451,Título,"Planejamento, Foco e Resultados",Organização das Entregas com Foco em Resultados,,1,,2026-02-06 09:10:16
540004,900451,Descrição,"Sugestão de desenvolvimento da Competência: Organizar entregas com foco em resultado e controle de prioridades – Desenvolver (Desafio profissional).Ação 1: aplicar GTD (ler A Arte de Fazer Acontecer, listar tarefas, classificar por contexto/prioridade, definir próximas ações, revisar semanalmente).Como comprovar: resumo do livro + exemplo real aplicado na rotina.Ação 2: usar Todoist (criar conta, estruturar projetos, inserir prazos/etiquetas/prioridades, revisar diariamente, avaliar após 2 semanas).Como comprovar: print das listas organizadas + breve relato dos ganhos.","Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver planejamento e foco em resultados por meio da organização das atividades e do controle estruturado de prioridades na rotina de trabalho. ´

Como fazer: Como primeira alternativa, aplicar a metodologia GTD a partir da leitura do livro A Arte de Fazer Acontecer, listando todas as tarefas, classificando-as por contexto e prioridade, definindo próximas ações e realizando revisões semanais; como segunda alternativa, utilizar a ferramenta Todoist, criando uma conta, estruturando projetos, inserindo prazos, etiquetas e prioridades, realizando revisões diárias e avaliando os ganhos obtidos após duas semanas de uso. 

Onde fazer: Leitura individual e aplicação prática no ambiente de trabalho, com apoio de ferramenta digital de gestão de tarefas, como o Todoist. 

Como comprovar: Resumo do livro acompanhado de exemplo real aplicado na rotina, quando utilizada a primeira alternativa, ou print das listas organizadas no Todoist acompanhado de breve relato dos ganhos percebidos, quando utilizada a segunda alternativa.
",,1,,2026-02-06 09:10:16
540005,900495,Título,"Planejamento, Foco e Resultados",Capacitação em Planejamento e Gestão de Auditorias com Foco em Resultados,,1,,2026-02-06 09:49:38
540006,900495,Descrição,"SugestÃ£o de desenvolvimento da CompetÃªncia: Curso Diligente One â€“ Auditoria (GovernanÃ§a e Auditoria) â€“ Desenvolver (Treinamento e estudo).Objetivo: capacitar no uso do sistema Diligente One, essencial para gestÃ£o institucional de auditorias.Justificativa: fortalece governanÃ§a, cumprimento de normativos e acompanhamento estruturado dos processos de auditoria.Como realizar: participar da capacitaÃ§Ã£o institucional; explorar mÃ³dulos (planejamento, achados, follow-up); realizar simulaÃ§Ãµes completas; produzir guia de uso personalizado.Onde fazer: capacitaÃ§Ã£o interna Sebrae ou com fornecedor Diligent.Como comprovar: certificado + relato tÃ©cnico com evidÃªncia de uso prÃ¡tico.AÃ§Ã£o alternativa (opcional): estudo dirigido com relatÃ³rios tÃ©cnicos de auditorias passadas e elaboraÃ§Ã£o de documento comparativo com sugestÃµes de melhoria.Como comprovar (opcional): entrega do relatÃ³rio comparativo e reflexÃµes.","Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver competências em planejamento, foco e resultados por meio da capacitação no uso do sistema Diligent One aplicado à gestão institucional de auditorias. 

Como fazer: Participar da capacitação institucional no sistema Diligent One, explorar os módulos de planejamento, registro de achados e follow-up, realizar simulações completas de auditoria e elaborar um guia de uso personalizado; alternativamente, realizar estudo dirigido com base em relatórios técnicos de auditorias anteriores, analisando práticas adotadas e elaborando documento comparativo com sugestões de melhoria. 

Onde fazer: Capacitação interna promovida pelo Sebrae ou treinamento realizado com o fornecedor Diligent. 

Como comprovar: Certificado de participação acompanhado de relato técnico com evidências de uso prático do sistema; quando utilizada a alternativa de estudo dirigido, entrega do relatório comparativo contendo reflexões e sugestões de melhoria.
",,1,,2026-02-06 09:49:38
540009,900495,Título,Capacitação em Planejamento e Gestão de Auditorias com Foco em Resultados,Capacitação no Uso do Sistema Diligent One para Auditoria,,1,,2026-02-06 09:59:08
570001,900528,Prazo,31/03/2026,31/05/2026,,1440001,,2026-02-06 13:25:47
