id,pdiId,macroId,microcompetencia,titulo,descricao,prazo,status,createdAt,updatedAt,evidence_status
900325,1020044,210002,Comunicação Relacional,Comunicação Relacional,"- Qual a sugestão do que se deve fazer: Realizar o curso “Oratória – Como Falar em Público” – UC Sebrae (Ação 01). - Por que fazer: Para fortalecer comunicação e persuasão ao tratar temas sensíveis (como integridade), elevando clareza e influência institucional. - Como se deve fazer: Acessar a UC Sebrae, localizar o curso, concluir e aplicar aprendizados em uma reunião de equipe sobre integridade. - Onde se pode fazer (quais as sugestões): UC Sebrae; apoio com livro “O Poder da Comunicação Assertiva” (Biblioteca Sebrae). - Como comprovar que fez: Certificado do curso + resumo com 5 aprendizados mais relevantes, com validação da liderança.",2026-05-31 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-02-05 15:37:59,sem_evidencia
900326,1020044,210035,"Tecnologia, Dados e Transformação Digital","Tecnologia, Dados e Transformação Digital","- Qual a sugestão do que se deve fazer: Usar IA no trabalho com eficiência e segurança (criar guia de prompts e aplicar no dia a dia). - Por que fazer: Para ampliar autonomia, produtividade e capacidade de automatizar tarefas, alinhando atuação à transformação digital do Sebrae. - Como se deve fazer: Utilizar Copilot (se disponível); testar usos (resumos, e-mails padrão, organização de ideias, checklists, planos); criar guia pessoal de prompts; apresentar o guia para validação da liderança com ganhos percebidos. - Onde se pode fazer (quais as sugestões): Microsoft Copilot (conta institucional); organizar prompts no OneNote/Word e uso prático em Teams/reuniões. - Como comprovar que fez: PDF/Word com guia de prompts + breve relato dos testes realizados, validado pela liderança.",2026-05-31 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-02-05 15:37:59,sem_evidencia
900327,1020036,210013,"Protagonismo, Autogestão e Tomada de Decisão","Protagonismo, Autogestão e Tomada de Decisão","- Qual a sugestão do que se deve fazer: Realizar o curso “Tomada de Decisão” – Universidade Sebrae (Ação 1). - Por que fazer: Para fortalecer confiança e critério em decisões em cenários ambíguos, usando métodos e exemplos práticos. - Como se deve fazer: Matricular-se; assistir e anotar métodos (matriz de decisão, árvore de consequências etc.); aplicar um conceito em decisão real recente; registrar análise com base no método usado. - Onde se pode fazer (quais as sugestões): Plataforma Universidade Sebrae (EAD). - Como comprovar que fez: Certificado do curso + registro da aplicação prática do método (relato de até 1 página).",2026-05-31 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-02-05 15:37:59,sem_evidencia
900328,1020036,210002,Comunicação Essencial,Comunicação Essencial,"- Qual a sugestão do que se deve fazer: Praticar técnicas de comunicação assertiva com base em livro técnico (Ação 1). - Por que fazer: Para ampliar clareza na exposição de ideias e posicionamentos, favorecendo acordos produtivos e interações mais equilibradas, especialmente em reuniões com múltiplos interlocutores. - Como se deve fazer: Ler “Seja Assertivo!” (Vera Martins); focar capítulos de comunicação direta/escuta ativa/linguagem corporal; identificar 3 situações de insegurança; aplicar ao menos uma técnica em cada (ex.: “disco arranhado”, I-messages etc.); registrar antes/depois e resultados percebidos. - Onde se pode fazer (quais as sugestões): Biblioteca Sebrae TO (livro) + ambiente profissional (reuniões, alinhamentos, tratativas). - Como comprovar que fez: Documento com resumo das técnicas aplicadas + registro comparativo (antes/depois) de 3 situações reais com análise dos resultados.",2026-06-30 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-03-12 20:37:36,sem_evidencia
900329,1020036,210002,Comunicação Essencial,Comunicação Essencial,"- Qual a sugestão do que se deve fazer: Leitura e aplicação prática do livro “Comunicação Não-Violenta” – Marshall Rosenberg (Opção 1). - Por que fazer: Para fortalecer comunicação interpessoal em ambiente dinâmico, promovendo relações mais empáticas, colaborativas e assertivas com parceiros, equipes e lideranças. - Como se deve fazer: Ler o livro; identificar princípios (observar sem julgar, sentimentos, necessidades, pedidos claros); escolher uma situação profissional; aplicar princípios e registrar situação, sentimentos, necessidades e pedido; refletir e anotar aprendizados/ajustes. - Onde se pode fazer (quais as sugestões): Biblioteca Sebrae TO (físico/PDF institucional) + aplicação em situação real do trabalho. - Como comprovar que fez: Relatório com resumo dos princípios aplicados, descrição da situação, análise dos resultados e reflexão do processo.",2026-04-30 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-03-12 20:37:57,sem_evidencia
900330,1020036,210008,Presença Executiva,Presença Executiva,"- Qual a sugestão do que se deve fazer: Desafio “1 Iniciativa em 30 Dias” (Ação 1). - Por que fazer: Para ampliar protagonismo colaborativo, assumindo liderança informal e facilitando iniciativas em grupo, influenciando positivamente processos do dia a dia. - Como se deve fazer: Escolher iniciativa colaborativa; registrar objetivo/impacto/recursos; compartilhar com alguém envolvido e ajustar; executar engajando envolvidos; escrever reflexão sobre aprendizados e como aplicar depois. - Onde se pode fazer (quais as sugestões): No próprio setor, em atividade do dia a dia ou melhoria identificada; apoio com livro “O Poder da Colaboração” (biblioteca Sebrae TO). - Como comprovar que fez: Relato escrito da ação + registro simples do plano de execução e resultado alcançado.",2026-05-31 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-02-05 15:37:59,sem_evidencia
900331,1020036,210009,Gestão de Tempo,Gestão de Tempo,"- Qual a sugestão do que se deve fazer: Aplicação de técnicas de gestão do tempo com base em livro técnico (Ação 1). - Por que fazer: Para aprimorar organização diária e definição de prioridades, melhorando produtividade e reduzindo sobrecarga. - Como se deve fazer: Ler “Gestão do Tempo: Como aumentar a produtividade e reduzir o estresse”; identificar técnicas (Eisenhower, Pomodoro, GTD); escolher 2 técnicas e aplicar por 2 semanas; registrar atividades, tempo e resultados; analisar dados e ajustar. - Onde se pode fazer (quais as sugestões): Biblioteca Sebrae TO (leitura) + ambiente de trabalho (aplicação). - Como comprovar que fez: Relatório com resumo das 2 técnicas, descrição das atividades, análise dos resultados e reflexões do processo.",2026-05-30 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-03-12 20:37:45,sem_evidencia
900333,1020009,210008,Presença Executiva,Presença Executiva,"- Qual a sugestão do que se deve fazer: Aperfeiçoar Estratégias de Marketing Pessoal e Institucional. - Por que fazer: Para melhorar imagem profissional, aumentar credibilidade e representar melhor a organização perante clientes e parceiros; comunicar com clareza e alinhar atuação aos valores do Sebrae para mais reconhecimento e melhores resultados. - Como se deve fazer: Participar de cursos gratuitos sobre marketing pessoal/comunicação/imagem; atualizar perfis profissionais (ex.: LinkedIn) com foto, resumo e informações; praticar comunicação assertiva no dia a dia; divulgar boas práticas e resultados do trabalho de forma simples e positiva; pedir feedbacks a colegas e líderes e ajustar quando necessário. - Onde se pode fazer (quais as sugestões): Cursos gratuitos: FGV (Empregabilidade, Trabalhabilidade e Carreira), Sebrae (Marca Pessoal Poderosa: a Arte de se Destacar), PUCRS (Marketing e Promoção Pessoal). - Como comprovar que fez: Certificado de um dos cursos ou resumo do que aprendeu e aplicou ou prints/registros de melhorias no perfil/comunicação ou feedback de colegas/líderes.",2026-04-30 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-02-03 00:05:03,sem_evidencia
900334,1020009,210038,"Inovação, Criatividade e Visão Estratégica","Inovação, Criatividade e Visão Estratégica","- Qual a sugestão do que se deve fazer: Desenvolver Visão Estratégica e Empreendedora (fortalecimento da visão estratégica). - Por que fazer: Para alinhar ações do dia a dia ao planejamento organizacional, antecipar tendências, identificar riscos e oportunidades e propor soluções mais assertivas e inovadoras; atuar como agente de transformação e participar melhor de decisões. - Como se deve fazer: Elaborar análise SWOT da própria área; participar ativamente de reuniões estratégicas contribuindo com ideias/análises/sugestões; registrar insights sobre visão de futuro, metas e ações estratégicas. - Onde se pode fazer (quais as sugestões): No contexto da própria área e em reuniões estratégicas (sem indicação de plataforma específica além do engajamento). - Como comprovar que fez: Relato prático com a análise SWOT desenvolvida e os principais insights obtidos nas reuniões.",2026-04-30 00:00:00,nao_iniciada,2026-02-03 00:05:03,2026-02-03 00:05:03,sem_evidencia
900335,1020009,210038,Atitude Inovadora com visão de futuro,Atitude Inovadora com visão de futuro,"- Qual a sugestão do que se deve fazer: Desenvolver Projeto Inovador Sustentável (soluções inovadoras e sustentáveis). - Por que fazer: Para fortalecer imagem institucional e gerar valor de longo prazo; transformar desafios ambientais em oportunidades de inovação; contribuir para compromissos ESG que orientam estratégias organizacionais. - Como se deve fazer: Identificar um problema do dia a dia (papel, energia, descarte, transporte etc.); desenvolver solução prática, inovadora e sustentável (nova prática/ferramenta/mudança de processo/ação de conscientização); documentar etapas (problema, proposta, resultados esperados, impactos); apresentar proposta para análise e possível implementação com equipe/liderança. - Onde se pode fazer (quais as sugestões): Ambiente de trabalho (problema real); apoio: artigo Sebrae sobre ESG, curso EV.G “Caminhos para a Sustentabilidade: ESG e Políticas Públicas”, Portal Sebrae ESG e materiais ESG do Sebrae. - Como comprovar que fez: Certificado de participação em curso/atividade sobre ESG ou sustentabilidade e/ou entrega do projeto documentado (problema, solução, etapas, resultados/aprendizados).",2026-04-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-02 14:47:46,sem_evidencia
900337,1020009,210002,Comunicação Essencial,Comunicação Essencial,"- Qual a sugestão do que se deve fazer: Desenvolver Comunicação Assertiva e Feedbacks Construtivos (Opção 1). - Por que fazer: Para fortalecer integração da equipe, prevenir conflitos e aumentar eficiência; transmitir informações com precisão, influenciar positivamente e criar ambiente colaborativo; relações mais saudáveis e cultura corporativa fortalecida. - Como se deve fazer: Realizar o curso “Comunicação Assertiva: Oratória, Retórica e Técnicas de Apresentação” – EV.G. - Onde se pode fazer (quais as sugestões): EV.G (Escola Virtual do Governo). - Como comprovar que fez: Certificado de conclusão ou print da tela de conclusão e/ou relato simples de aplicação das técnicas em situações reais evidenciando evolução.",2026-04-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-02 14:47:31,sem_evidencia
900338,1020009,210035,"Tecnologia, Dados e Transformação Digital","Tecnologia, Dados e Transformação Digital","- Qual a sugestão do que se deve fazer: Explorar Inteligência Artificial no Trabalho. - Por que fazer: Para acompanhar transformação digital; otimizar processos, melhorar decisões, aumentar produtividade e gerar valor estratégico; tornar-se mais inovador e preparado para desafios futuros. - Como se deve fazer: Explorar o tema (vídeos, artigos, cursos introdutórios); mapear 3 possibilidades práticas de uso da IA na rotina; escolher 1 e testar na prática acompanhando resultados; compartilhar aprendizados com a equipe. - Onde se pode fazer (quais as sugestões): Cursos: Sebrae (IA aplicada aos negócios), FGV (Transformação Digital e o Mundo dos Negócios), PUCRS (IA e o Futuro do Trabalho), YouTube (Canal IBM Technology). - Como comprovar que fez: Certificado de curso e/ou relato (texto/apresentação) da aplicação prática e resultados e/ou prints/registros/relatórios de uso de ferramentas/automações e/ou feedback de colegas/liderança.",2026-04-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-02 14:48:05,sem_evidencia
900339,1020009,210003,Atendimento e Relacionamento com o Cliente,Atendimento e Relacionamento com o Cliente,"- Qual a sugestão do que se deve fazer: Aperfeiçoar Atendimento Consultivo e Foco no Cliente. - Por que fazer: Para potencializar experiência do cliente com atendimento consultivo, construir confiança, identificar oportunidades de valor, elevar satisfação/fidelização; fortalecer imagem institucional e diferencial competitivo. - Como se deve fazer: Realizar atendimentos simulados com escuta ativa e identificação de necessidades; elaborar roteiros de atendimento consultivo; revisar roteiros e abordagens com mentor/colega experiente, coletando feedbacks. - Onde se pode fazer (quais as sugestões): Cursos: Sebrae “Atendimento ao Cliente”, Sebrae “Qualidade no Atendimento ao Cliente”, FUNDACE (MBA EAD Gestão Estratégica em Vendas - USP). - Como comprovar que fez: Certificado de algum curso recomendado + relato escrito com aplicação prática em atendimentos reais e exemplos concretos de melhoria observada.",2026-05-29 00:00:00,concluida,2026-02-03 00:05:03,2026-03-02 14:48:16,sem_evidencia
900340,1020009,210005,Inteligência Emocional e Autoconhecimento,Inteligência Emocional e Autoconhecimento,"- Qual a sugestão do que se deve fazer: Desenvolver Inteligência Emocional (fortalecer gestão emocional). - Por que fazer: Para reduzir gap de gestão emocional e atuar com equilíbrio em pressão/conflito; apoiar liderança, confiança e decisões assertivas; promover bem-estar e ambiente saudável e produtivo. - Como se deve fazer: Praticar exercícios diários de autoconhecimento (diário emocional, mapas de empatia); estabelecer metas semanais para aplicar técnicas (controle da impulsividade, escuta ativa, empatia); buscar reflexão e feedback para avaliar progresso. - Onde se pode fazer (quais as sugestões): FGV (Autoconhecimento: base para IE e resiliência), YouTube (Webinar Inteligência Emocional na Prática), livro na Amazon indicado no texto. - Como comprovar que fez: Resumo descritivo das práticas aplicadas no trabalho com exemplos concretos de situações e resultados alcançados.",2026-04-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-02 14:48:52,sem_evidencia
900341,1020030,210008,Presença Executiva,Proposição de Melhoria de Processo com Base em Escuta Ativa," Detalhes da ação (Descrição da Ação)
O que fazer: Criar proposta de melhoria para um processo da área a partir da escuta ativa de usuários internos, fortalecendo o protagonismo e a postura profissional. 

Como fazer: Selecionar um processo que gere impacto no público interno, realizar pelo menos três escutas com usuários, registrar percepções e necessidades identificadas, mapear pontos críticos e oportunidades de melhoria e elaborar uma proposta estruturada com justificativas claras e alinhadas às demandas levantadas. 

Onde fazer: Reuniões presenciais ou virtuais com usuários internos e utilização de materiais de apoio disponíveis na Universidade Sebrae, como guias e artigos relacionados ao tema. 

Como comprovar: Proposta de melhoria entregue contendo o registro das escutas realizadas, o mapeamento dos pontos críticos identificados, a sugestão estruturada de melhoria e a validação formal do gestor responsável.

",2026-03-31 00:00:00,concluida,2026-02-03 00:05:03,2026-03-05 14:17:35,sem_evidencia
900342,1020030,210008,Presença Executiva,Condução de Roda de Compartilhamento de Boas Práticas,"5. Detalhes da ação (Descrição da Ação)

O que fazer: Conduzir uma roda de compartilhamento de boas práticas com a equipe, estimulando aprendizado coletivo, colaboração e protagonismo profissional.
 Como fazer: Convidar colegas para participar da atividade, planejar uma sessão com duração aproximada de uma hora abordando boas práticas, desafios e soluções do dia a dia, mediar a roda utilizando escuta ativa, registrar os principais pontos discutidos e utilizar materiais de apoio como roteiros da Universidade Sebrae, vídeos do YouTube e conteúdos em formato de podcast. 

Onde fazer: Ambiente de trabalho, em sala reservada ou espaço de convivência, com apoio de materiais disponíveis na Universidade Sebrae, YouTube e plataformas de podcast. 

Como comprovar: Registro da roda de compartilhamento realizado, incluindo foto da atividade, roteiro utilizado e síntese dos principais pontos discutidos, acompanhado de avaliação do gestor sobre a condução da atividade e o impacto percebido.
",2026-03-31 00:00:00,concluida,2026-02-03 00:05:03,2026-03-04 15:38:58,sem_evidencia
900343,1020030,210005,Comunicação Assertiva,Comunicação Assertiva,"- Qual a sugestão do que se deve fazer: Realizar o curso “Oratória: como falar em público” – Universidade Sebrae (ação principal). - Por que fazer: Para desenvolver clareza, firmeza e domínio da fala; perfil DISC sugere diplomacia, mas possível dificuldade de posicionamento assertivo; curso fortalece posicionamento técnico e segurança ao falar em público. - Como se deve fazer: Acessar UC Sebrae; concluir curso; após formação, gravar dois vídeos curtos simulando falas de alinhamento técnico ou institucional. - Onde se pode fazer (quais as sugestões): Plataforma UC Sebrae (https://uc.sebrae.com.br). - Como comprovar que fez: Certificado do curso + dois vídeos gravados + relatório com autoavaliação e validação da liderança.",2026-04-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-23 15:37:45,sem_evidencia
900344,1020030,210016,Gestão de Projetos e Processos,Aplicação dos Fundamentos de Gestão de Projetos na Rotina Administrativa,"Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver conhecimentos em gestão de projetos por meio da realização do curso “Fundamentos de Gestão de Projetos”, aplicando os conceitos aprendidos em um projeto real sob sua responsabilidade. 

Como fazer: Acessar a plataforma www.ev.org.br, concluir o curso proposto pela Fundação Bradesco, selecionar um projeto da rotina administrativa, reestruturar o plano do projeto utilizando os conceitos aprendidos e organizar as informações por meio de ferramenta como Canvas de Projeto ou modelo equivalente. 

Onde fazer: Plataforma EV.org.br, com apoio de materiais como o Modelo de Canvas de Projeto disponível na Universidade Sebrae. 

Como comprovar: Certificado de conclusão do curso acompanhado do plano de projeto elaborado ou reestruturado, apresentado em Canvas ou formato equivalente, com validação formal da liderança.
",2026-05-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-17 16:56:51,sem_evidencia
900345,1020030,210014,"Planejamento, Foco e Resultados",Organização da Rotina com Foco em Planejamento e Resultados,"Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver competências de planejamento e organização pessoal por meio da realização do curso “Planejamento e Organização Pessoal”, oferecido pela Universidade Sebrae. 

Como fazer: Acessar a plataforma da Universidade Sebrae, concluir o curso proposto, selecionar e aplicar pelo menos uma técnica aprendida durante um período mínimo de duas semanas na rotina de trabalho, utilizando também materiais de apoio como artigos, vídeos ou podcasts indicados no curso. 

Onde fazer: Plataforma da Universidade Sebrae, disponível em https://www.uc.sebrae.com.br, com aplicação prática no ambiente de trabalho. 

Como comprovar: Certificado de conclusão do curso acompanhado de relato escrito contendo os principais aprendizados e o registro das aplicações realizadas na rotina, com validação da liderança.

",2026-05-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-17 16:56:43,sem_evidencia
900346,1020030,210038,Atitude Inovadora com visão de futuro,Projeto Piloto de Inovação com Aplicação Prática," Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver atitude inovadora por meio da criação e implementação de um projeto piloto de inovação aplicado a um desafio real da rotina de trabalho. 

Como fazer: Selecionar um desafio relevante do contexto da regional, estruturar uma proposta de melhoria, implementar o projeto piloto pelo período de trinta dias, registrar o problema identificado, a proposta desenvolvida, a metodologia utilizada e os resultados obtidos, e ao final refletir sobre os aprendizados gerados e os impactos observados. 

Onde fazer: Ambiente de trabalho, a partir de desafios reais da rotina da regional, com apoio de materiais de referência como o livro Inovação na Prática, artigos sobre design thinking no setor público disponíveis na Universidade Sebrae, além de vídeos e podcasts indicados. 

Como comprovar: Relatório contendo a descrição do problema, a proposta de inovação, a metodologia aplicada, os resultados alcançados e os aprendizados gerados, com validação formal da liderança.
",2026-04-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-16 19:36:12,sem_evidencia
900348,1020030,210015,Visão Sistêmica com foco em Indicadores Estratégicos,Elaboração de Mapa de Conexões Estratégicas com Indicadores,"Detalhes da ação (Descrição da Ação)

O que fazer: Realizar estudo orientado para ampliar a visão sistêmica por meio da elaboração de um mapa de conexões estratégicas que relacione ações, objetivos e indicadores institucionais. 

Como fazer: Selecionar um programa prioritário da área, analisar o alinhamento desse programa com as metas institucionais, elaborar um mapa visual conectando ações às metas estratégicas, indicadores e impactos esperados, incluir legendas e explicações que facilitem a compreensão do mapa e redigir um relatório reflexivo consolidando os aprendizados obtidos durante o processo. 

Onde fazer: Ambiente de trabalho, utilizando materiais institucionais disponíveis, com apoio de conteúdos de referência como artigos da Universidade Sebrae, vídeos do YouTube, cursos na plataforma Degreed e livros disponíveis na Biblioteca Sebrae TO. 

Como comprovar: Entrega do mapa de conexões estratégicas elaborado, acompanhado de relatório explicativo e validação formal da liderança.
",2026-04-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-16 16:28:21,sem_evidencia
900350,1020030,210029,"Legislação, Normas e Conformidade Jurídica","Legislação, Normas e Conformidade Jurídica","- Qual a sugestão do que se deve fazer: Concluir o Programa de Integridade – UC Sebrae. - 

Por que fazer: Porque é obrigatório para todos os colaboradores e essencial para fortalecer cultura de ética, responsabilidade e conformidade institucional. - 

Como se deve fazer: Acessar UC Sebrae; localizar curso “Programa de Integridade”; concluir módulos; refletir e registrar percepções principais. - 

Onde se pode fazer (quais as sugestões): Plataforma UC Sebrae (pesquisar “Programa de Integridade”). - 

Como comprovar que fez: Certificado de conclusão emitido pela plataforma.",2026-04-30 00:00:00,concluida,2026-02-03 00:05:03,2026-03-12 20:20:33,sem_evidencia
